scan_time,domain_id,host,ip,port,service,risk
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,465,Unknown,LOW
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,587,Unknown,LOW
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,993,Unknown,LOW
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,995,Unknown,LOW
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,1723,Unknown,LOW
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,2083,cPanel,HIGH
2026-03-11T01:31:31.171806Z,defensacivil,defensacivil.cl,186.64.114.165,2096,Webmail-HTTPS,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,21,FTP,HIGH
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,25,SMTP,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,80,HTTP,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,443,HTTPS,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,1723,Unknown,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,2083,cPanel,HIGH
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,2096,Webmail-HTTPS,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,8080,HTTP-Alt,LOW
2026-03-11T01:31:39.185182Z,ejercito,ejercito.cl,104.20.43.189,8443,HTTPS-Alt,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,21,FTP,HIGH
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,25,SMTP,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,80,HTTP,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,443,HTTPS,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,1723,Unknown,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,2083,cPanel,HIGH
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,2096,Webmail-HTTPS,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,8080,HTTP-Alt,LOW
2026-03-11T01:31:47.198066Z,fuerzaaerea,fach.mil.cl,104.26.3.56,8443,HTTPS-Alt,LOW
